code2,hyname
600550,核电，京津冀一体化，央企国资改革，智能电网，特高压，雄安新区，中兵系，人造太阳，新能源
600551,文化传媒，创投，在线教育，京东金融概念，平面媒体，地方国资改革，SNS概念，机构重仓，安徽国资改革，中科院系
600552,OLED，无线充电，华为概念，新材料概念，OLED材料，中材系，3D玻璃，触摸屏
600555,赛马概念，土地流转，体育产业，旅游，海南自贸区，含B股，海航系
600556,壳资源，股权转让，ST板块
600557,禽流感，医药电商，标普道琼斯A股，互联网+，富时罗素概念股，中医药，登革热，医保目录
600558,军工，核电，股权转让，新材料概念，成渝特区，地方国资改革
600559,白酒概念，富时罗素概念股，标普道琼斯A股，老字号，饲料，地方国资改革
600560,人工智能，工业互联网，机器人概念，工业4.0，超级高铁，工业机器人，磁悬浮，参股新股
600561,宁德时代概念，通用航空，参股新三板，长江经济带，春运，地方国资改革
600562,军民融合，央企国资改革，5G，PPP概念，轨道交通，新基建，军工改制，预警机，雷达，中国电科系
600563,标普道琼斯A股，新能源汽车，富时罗素概念股，元器件，超级电容，机构重仓
600565,垃圾分类，机器人概念，富时罗素概念股，安防，军民融合，军工，标普道琼斯A股，消防装备，反恐，成渝特区
600566,生物医药，MSCI预期，富时罗素概念股，标普道琼斯A股，医保目录，儿童医药医疗，中医药，村镇银行，机构重仓
600567,参股银行，金改，污水处理，水利，MSCI预期，富时罗素概念股，标普道琼斯A股，人民币升值，垃圾发电，环保包装
600568,细胞免疫治疗，眼科医疗，商誉减值，互联网医疗，PPP概念，无人机，抗癌，医保目录
600569,低碳，地方国资改革，河南国资改革
600570,人工智能，国产软件，互联网金融，电子商务，互联网医疗，区块链，蚂蚁金服概念，MSCI概念，独角兽概念，富时罗素概念股，标普道琼斯A股，金融科技，区块链应用，智能金融，电子信息
600571,微信小程序，国产软件，移动支付，金融IC，消费金融，电子商务，参股新三板，参股券商，独角兽概念，互联网金融，金融科技，征信，微信概念，电子信息，移动pos机
600572,工业大麻，仿制药一致性评价，眼科医疗，金改，智能医疗，医药电商，互联网医疗，互联网+，养老概念，MSCI预期，证金持股，富时罗素概念股，标普道琼斯A股，仿制药，创新药，中医药，小额贷款，医保目录，抗癌
600573,啤酒概念，厄尔尼诺概念，世界杯
600575,安徽国资改革，长江经济带，安徽自贸区，黄金水道，地方国资改革
600576,网络游戏，文化传媒，在线教育，股权转让，手机游戏，动漫，小额贷款，IP概念，幼儿教育
600577,智能电网，电子商务，互联网+，独角兽概念，新能源汽车，标普道琼斯A股，低碳
600578,电力改革，风电，雄安新区，独角兽概念，互联网电力，新能源，机构重仓
600579,节能环保
600580,一带一路，特高压，新能源汽车，安防，北汽新能源，富时罗素概念股，核电，标普道琼斯A股，电机电控，国开行
600581,一带一路，央企国资改革，新疆振兴，人民币贬值受益，工程建材，新疆自贸区，铁矿石
600582,节能环保，煤化工，富时罗素概念股，央企国资改革，MSCI预期，标普道琼斯A股，国改双百行动，煤矿安全，机构重仓
600583,海工装备，天然气，一带一路，高端装备，央企国资改革，MSCI概念，富时罗素概念股，标普道琼斯A股，油气开采，油价上调，机构重仓
600584,华为海思概念股，集成电路概念，芯片概念，新材料概念，物联网，移动支付，智能穿戴，苹果概念，MSCI预期，富时罗素概念股，标普道琼斯A股，芯片封装测试，国家大基金持股，融资租赁，IGBT，智能手表，NFC
600585,水泥，MSCI概念，富时罗素概念股，标普道琼斯A股，地震，安徽国资改革，安徽自贸区，新型城镇化，地方国资改革
600586,玻璃，建筑节能，光伏玻璃，绿色建筑，特种玻璃
600587,医疗器械概念，互联网医疗，互联网+，富时罗素概念股，标普道琼斯A股，大消费，医保目录，地方国资改革，山东国资改革
600588,国产软件，云计算，工业互联网，互联网医疗，智能医疗，电子商务，互联网金融，大数据，互联网+，阿里巴巴概念，移动支付，参股新三板，区块链，参股保险，MSCI概念，富时罗素概念股，标普道琼斯A股，电信业整合，蔚来汽车概念，国产替代，SAAS，区块链
600589,国产软件，云计算，特斯拉，新材料概念，光伏概念，互联网+，边缘计算，网络切片，PTA
600590,卫星导航，国产航母，军民融合，军工，云计算，大数据，能源互联网，区块链，核电，电力物联网，华为概念，维稳，建筑节能，智能建筑，绿色建筑，合同能源管理
600592,军民融合，军工，铁路基建，地方国资改革
600593,旅游，振兴东北，IP概念，大连自贸区，村镇银行，全运会
600594,民营医院，商誉减值，证金持股，中医药，抗癌，医保目录，老龄化
600595,ST板块，超导，炭素，国际板
600596,草甘膦，磷化工，金改，互联网金融，无人机，工业4.0，富时罗素概念股，标普道琼斯A股，登革热，小额贷款，有机硅
600597,乳业，新零售，标普道琼斯A股，二胎概念，上海国资改革，证金持股，冷链物流，富时罗素概念股，进口博览会，商品新零售，中澳自贸区，地方国资改革，老字号
600598,农业种植，玉米，乡村振兴，大豆，土地流转，物流电商平台，区块链，电子商务，央企国资改革，生态农业，证金持股，MSCI预期，人造肉，富时罗素概念股，黑龙江自贸区，标普道琼斯A股，贸易战受益股，振兴东北，区块链应用，农业供给侧改革，农垦改革，
600599,互联网金融，互联网+，参股银行，众筹概念，P2P概念，春节概念
600600,啤酒概念，超级品牌，新零售，MSCI概念，证金持股，富时罗素概念股，标普道琼斯A股，大消费，商品新零售，厄尔尼诺概念，春节概念，世界杯，老字号，山东国资改革，地方国资改革
600601,电子发票，云计算，华为概念，高校，网络游戏，智慧城市，央企国资改革，举牌，5G，依法治国概念，TMT
600602,安防，国产软件，云计算，上海国资改革，智慧城市，PPP概念，军工，国改双百行动，电子政务，含B股，地方国资改革
600603,恒大概念，物流骨干网
600604,创投，能源互联网，租售同权，上海国资改革，证金持股，住房租赁，静安闸北合并，含B股，地方国资改革
600605,风电，股权转让，垃圾分类
600606,租售同权，特色小镇，MSCI概念，参股银行，足球概念，互联网金融，蚂蚁金服概念，PPP概念，健康中国，独角兽概念，富时罗素概念股，标普道琼斯A股，旅游，共享办公，共享经济，参股360，机构重仓
600608,ST板块，新能源，电子信息，地方国资改革，云南国资改革
600609,振兴东北，辽宁国资改革，汽车制造概念，地方国资改革
600611,网约车，迪士尼，富时罗素概念股，参股券商，特斯拉，标普道琼斯A股，小额贷款，二手车，含B股
600612,黄金概念，小金属概念，标普道琼斯A股，上海国资改革，富时罗素概念股，象牙加工销售，机构重仓，含B股，老字号，地方国资改革
600613,超级真菌，生物医药，抗肿瘤，中医药，医保目录，抗癌，含B股
600614,商誉减值，固废处理，金改，稀土永磁，军工，卫星导航，股权转让，小金属概念，节能环保，军民融合，ST板块，钒电池，小额贷款，含B股
600615,摘帽，北京环球影城
600616,上海国资改革，老字号，地方国资改革
600617,天然气，LNG加气站，山西国资改革，机构重仓，含B股，地方国资改革，平安资管持股
600618,氟化工，上海国资改革，PVC，MDI，烧碱，液氯，含B股，机构重仓，4D打印，地方国资改革
600619,家用电器，上海国资改革，举牌，地热能，含B股，地方国资改革
600620,养老概念，智能物流，养老地产，老龄化
600621,外资券商影子股，上海自贸区，期货概念，参股券商，金改，上海国资改革，创投
600622,核电，富时罗素概念股，小金属概念，标普道琼斯A股，住房租赁
600623,上海国资改革，富时罗素概念股，标普道琼斯A股，醋酸，甲醇，含B股，机构重仓，地方国资改革
600624,创投，高校，国产软件，参股新三板，生物医药，央企国资改革，脑科学，人脑工程，抗癌
600626,上海国资改革，上海自贸区，人民币贬值受益，汽车电子，新材料概念，富时罗素概念股，标普道琼斯A股，进口博览会，口罩，地方国资改革
600628,迪士尼，上海国资改革，新零售，老字号，地方国资改革
600629,装配式建筑，上海国资改革，一带一路，雄安新区，PPP概念，粤港澳大湾区，雄安基建，机构重仓
600630,上海国资改革，迪士尼，创投，PM2.5，参股银行，人民币贬值受益，进口博览会，埃博拉概念，国产伟哥，流感，口罩，地方国资改革
600633,融媒体，手机游戏，电子竞技，文化传媒，网络游戏，体育产业，大数据，网络直播，人工智能，阿里巴巴概念，云计算，独角兽概念，区块链，平面媒体，浙江国资改革，地方国资改革
600634,ST板块，网络游戏，手机游戏，航天军工
600635,创投，污水处理，独角兽概念，参股券商，天然气，参股新三板，富时罗素概念股，标普道琼斯A股，参股新股，新兴板概念，西气东输
600636,氟化工，职业教育，新材料概念，军工，股权转让，在线教育，举牌，央企国资改革，超清视频，制冷剂
600637,迪士尼，上海国资改革，在线教育，网络游戏，文化传媒，电子商务，电子竞技，网络直播，虚拟现实，腾讯概念，MSCI概念，人工智能，富士康概念，智慧城市，证金持股，超清视频，富时罗素概念股，标普道琼斯A股，广播电视，VR影视，互联网电视，智能电视
600638,期货概念，举牌
600639,上海自贸区，上海国资改革，迪士尼，参股券商，证金持股，创投，富时罗素概念股，标普道琼斯A股，含B股，机构重仓，地方国资改革
600640,在线旅游，文化传媒，手机游戏，电子商务，央企国资改革，阿里巴巴概念，旅游，电信业整合，数字阅读，王者荣耀，网络视频，IP概念，电子信息
600641,集成电路概念，上海自贸区，OLED，参股银行，股权转让，标普道琼斯A股，太阳能，国家大基金持股，国际板
600642,天然气，核电，证金持股，参股券商，风电，MSCI概念，煤化工，上海国资改革，富时罗素概念股，标普道琼斯A股，甲醇，聚丙烯，新能源，太阳能，西气东输，油价下调，地方国资改革
600643,信托概念，互联网金融，上海自贸区，参股券商，举牌，参股银行，MSCI预期，富时罗素概念股，标普道琼斯A股
600644,电力改革，地下管网，举牌，天然气管道，供气，成渝特区
600645,人造肉，基因测序，细胞免疫治疗，生物医药，独角兽概念，感知氧气，诺贝尔，抗癌，基因芯片，体外诊断，医保目录，干细胞，基因疗法
600647,债转股，央企国资改革
600648,自由贸易港，上海国资改革，外资券商影子股，上海自贸区，跨境电商，MSCI预期，创投，富时罗素概念股，标普道琼斯A股，含B股，机构重仓，地方国资改革
600649,固废处理，参股银行，上海国资改革，参股券商，创投，地方国资改革
600650,自由贸易港，上海国资改革，上海自贸区，参股券商，迪士尼，冷链物流，共享经济，汽车关税下调，含B股，地方国资改革
600651,商誉减值，节能照明，上海自贸区，参股券商，上海国资改革，地方国资改革
600652,ST板块，商誉减值，电子竞技，手机游戏，虚拟现实，网络直播，网络游戏，区块链，信托概念，VR游戏，区块链应用，王者荣耀，IP概念
600653,职业教育，垃圾分类，风电，车联网，进口博览会，汽车关税下调
600654,ST板块，机器人概念，智慧城市，安防，国产软件，服务机器人，消防装备
600655,黄金概念，小金属概念，蚂蚁金服概念，迪士尼，新零售，MSCI预期，富时罗素概念股，冰雪产业，体育产业，标普道琼斯A股，大消费，互联网平台，老字号
600657,债转股，央企国资改革，富时罗素概念股，参股保险，标普道琼斯A股
600658,参股新三板，地方国资改革，机构重仓，北京国资改革
600660,MSCI概念，富时罗素概念股，标普道琼斯A股，玻璃，特种玻璃
600661,高校，职业教育，标普道琼斯A股，在线教育，二胎概念，举牌，富时罗素概念股，幼儿教育，K12教育，机构重仓
600662,网约车，上海国资改革，迪士尼，智能交通，阿里巴巴概念，金融IC，旅游，共享经济，地方国资改革
600663,上海国资改革，迪士尼，上海自贸区，参股券商，证金持股，创投，富时罗素概念股，标普道琼斯A股，含B股，机构重仓，地方国资改革
600664,养老概念，超级真菌，仿制药一致性评价，工业大麻，富时罗素概念股，黑龙江自贸区，标普道琼斯A股，地震，振兴东北，保健品，中医药，鼠疫，医保目录，老字号，地方国资改革
600665,西安自贸区
600666,ST板块，蓝宝石，黑龙江自贸区，生物医药，高端装备，OLED，3D玻璃，医保目录，成渝特区
600667,集成电路概念，芯片概念，OLED，光伏概念，股权转让，富时罗素概念股，标普道琼斯A股，国家大基金持股，涤纶，芯片封装测试，芯片制造，内存，江苏国资改革，地方国资改革
600668,水泥，节能环保，标普道琼斯A股，儿童医药医疗，抗癌，地方国资改革
600671,眼科医疗，养老概念，健康中国，举牌，壳资源，中医药，医保目录
600673,MSCI预期，富时罗素概念股，标普道琼斯A股，生物医药，锂电池，新材料概念，铝电解电容，胰岛素
600674,电力改革，MSCI概念，富时罗素概念股，举牌，标普道琼斯A股，新能源，成渝特区，四川国资改革，机构重仓，地方国资改革
600675,上海国资改革，迪士尼，标普道琼斯A股，土地流转，富时罗素概念股，三季报预增，地方国资改革
600676,上海国资改革，迪士尼，自由贸易港，上海自贸区，冷链物流，地方国资改革
600677,大飞机，军工，无人机，央企国资改革，智能家居，小米概念，物联网，航天系，火箭军，阅兵，专网通信，电子信息，预警机，航天军工，太空互联网，紫光系
600678,水泥，成渝特区
600679,共享单车，上海国资改革，金改，老字号，存准率扩围，小额贷款，含B股，地方国资改革
600681,天然气，美丽中国，富时罗素概念股，标普道琼斯A股，LNG加气站
600682,细胞免疫治疗，生物医药，基因测序，电子商务，养老概念，新零售，举牌，标普道琼斯A股，创新药，抗癌，老字号，参股民营银行
600683,创投，土地流转，特斯拉，中央政务区，北京国资改革，地方国资改革
600684,粤港澳大湾区，广东国资改革，地方国资改革
600685,中船系，国产航母，海工装备，军工，高端装备，央企国资改革，债转股，证金持股，富时罗素概念股，标普道琼斯A股，军工改制，海洋经济，机构重仓
600686,无人驾驶，新能源汽车，燃料电池，百度概念，新能源整车，国开行，汽车制造概念，地方国资改革
600687,黄金概念，ST板块，小金属概念，文化传媒，上海自贸区，新零售，商品新零售，影视娱乐
600688,两桶油改革，油品改革，燃料乙醇，央企国资改革，证金持股，MSCI概念，航运概念，碳纤维，富时罗素概念股，标普道琼斯A股，聚丙烯，机构重仓
600689,创投，人民币贬值受益，独角兽概念，含B股，重庆国资改革，地方国资改革
600690,家用电器，超级品牌，节能环保，无线充电，阿里巴巴概念，电子商务，智能家居，工业4.0，MSCI概念，工业互联网，机器人概念，物联网，人民币贬值受益，富时罗素概念股，标普道琼斯A股，大消费，服务机器人，厄尔尼诺概念，青岛自贸区，空气净化
600691,煤化工，氢能源，一带一路，甲醇，化肥，正丁醇，乙二醇，参股民营银行，尿素，山西国资改革，地方国资改革
600692,美丽中国，迪士尼，生态农业，土地流转，上海国资改革，赛马概念，农信社改革，村镇银行，地方国资改革
600693,新零售，富时罗素概念股，标普道琼斯A股，商超百货，海峡西岸
600694,新零售，电子商务，富时罗素概念股，举牌，标普道琼斯A股，振兴东北，商超百货，大连自贸区，安邦系
600695,创投，壳资源，参股券商，举牌，国际板，含B股
600696,壳资源，互联网金融，互联网+，ST板块，融资租赁，P2P概念，国际板
600697,新零售，振兴东北，商超百货，吉林国资改革，安邦系，地方国资改革
600698,ST板块，军工，央企国资改革，节能环保，高铁，新基建，军工改制，中兵系，含B股
600699,车联网，无人驾驶，汽车电子，特斯拉，机器人概念，互联网+，无线充电，新能源汽车，MSCI预期，富时罗素概念股，标普道琼斯A股，工业机器人，人脑工程，智能汽车，元器件
600701,ST板块，人造肉，黑龙江自贸区，高校，大豆，机器人概念，网络安全，人脸识别，人工智能，振兴东北，工业机器人，中俄自贸区
600702,白酒概念，富时罗素概念股，标普道琼斯A股，成渝特区，老字号
600703,集成电路概念，芯片概念，蓝宝石，节能照明，光伏概念，MSCI概念，富时罗素概念股，标普道琼斯A股，砷化镓，芯片制造，国家大基金持股，激光器
600704,债转股，期货概念，跨境电商，参股保险，PPP概念，健康中国，独角兽概念，富时罗素概念股，标普道琼斯A股，浙江国资改革，油气运输仓储，舟山自贸区，SDR概念，机构重仓，地方国资改革
600705,信托概念，期货概念，参股万达商业，参股券商，3D打印，上海自贸区，央企国资改革，MSCI概念，军民融合，军工，富时罗素概念股，黑龙江自贸区，标普道琼斯A股，中航系，金控平台，融资租赁
600706,一带一路，旅游，陕西自贸区，西安自贸区，地方国资改革
600707,OLED，柔性屏，新材料概念，陕西自贸区，石墨烯手机，全息手机，触摸屏，地方国资改革
600708,上海国资改革，冷链物流，迪士尼，电子商务，富时罗素概念股，标普道琼斯A股，进口博览会，养老地产，地方国资改革
600710,光伏概念，军工，央企国资改革，机器人概念，工业互联网，一带一路，固废处理，服务机器人
600711,小金属概念，黄金概念，锂电池，互联网金融，供应链金融，钴，外资券商影子股，富时罗素概念股，标普道琼斯A股，金属镍，中非合作，融资租赁
600712,职业教育，跨境电商，东盟自贸区，举牌，新零售，东盟北部湾，商超百货，地方国资改革
600713,医药电商，南京国资改革，医保目录，江苏国资改革，地方国资改革
600714,地方国资改革
600715,文化传媒，手机游戏，网络游戏，冬奥会，影视娱乐，北京国资改革，地方国资改革
600716,养老概念，参股券商，地方国资改革，江苏国资改革，养老地产
600717,一带一路，天津自贸区，京津冀一体化，雄安新区，MSCI预期，富时罗素概念股，标普道琼斯A股，天津国资改革，外汇局持股，地方国资改革
600718,国产软件，网络安全，人工智能，互联网医疗，高校，云计算，智慧城市，智能医疗，汽车电子，互联网+，能源互联网，参股保险，无人驾驶，新能源汽车，车联网，健康中国，工业互联网，区块链，边缘计算，百度概念，智慧停车，振兴东北，医学影像，智能汽
600719,振兴东北，大连自贸区，辽宁国资改革，地方国资改革
600720,水泥，一带一路，富时罗素概念股，标普道琼斯A股，三季报预增，西部开发，工程建材，中材系，兰州自贸区
600721,青蒿素，生物医药，新疆振兴，商誉减值，ST板块，创新药，新疆建设兵团
600722,京津冀一体化，雄安新区，甲醇
600723,新零售，养老金持股，商超百货，移动互联网，老字号，北京国资改革，地方国资改革
600724,水泥，舟山新区，舟山自贸区，浙江国资改革，机构重仓，地方国资改革
600725,ST板块，股权转让，煤化工，举牌，甲醛，云南国资改革，地方国资改革
600726,ST板块，黑龙江自贸区，央企国资改革，重金属治理，含B股
600727,磷化工，氢能源，煤化工，地方国资改革，山东国资改革，小额贷款
600728,无人零售，人脸识别，空铁WIFI，智慧城市，安防，云计算，移动支付，人工智能，独角兽概念，大数据，阿里巴巴概念，蚂蚁金服概念，智能交通，东盟自贸区，超清视频，富时罗素概念股，标普道琼斯A股，轨道交通，数据存储，机器视觉，核高基，反恐，互联
600729,消费金融，新零售，互联网金融，互联网+，富时罗素概念股，标普道琼斯A股，重庆自贸区，长江经济带，新型城镇化，成渝特区，重庆国资改革，宝能系，地方国资改革
600730,高校，创投，在线教育，中字头股票，职业教育，央企国资改革
600731,食品安全，湖南国资改革，地方国资改革
600732,石墨烯，军工，光伏概念，股权转让，ST板块，壳资源
600733,燃料电池，北汽新能源，新能源汽车，无人驾驶，华为概念，标普道琼斯A股，新能源整车
600734,国产操作系统，5G，华为概念，安防，物联网，智能穿戴，文化传媒，创投，物联网应用层，物联网平台层，电子信息，移动互联网，广告营销
600735,中韩自贸区，石墨烯，养老概念，期货概念，青岛自贸区，养老地产，老龄化
600736,固废处理，创投，污水处理，金改，参股新三板，参股券商，军民融合，危废处理，地方国资改革，海绵城市，江苏国资改革
600737,新疆振兴，央企国资改革，MSCI预期，证金持股，中粮系，白糖，中澳自贸区，厄尔尼诺概念，调味品
600738,新零售，标普道琼斯A股，兰州自贸区
600739,标普道琼斯A股，生物疫苗，雄安新区，页岩气，参股券商，职业教育，股权转让，举牌，MSCI概念，富时罗素概念股，分拆上市意愿，辽宁国资改革，雄安金融，太阳能，史玉柱概念，油页岩，地方国资改革
600740,煤化工，甲醇，地方国资改革，油价上调，山西国资改革
600741,标普道琼斯A股，新能源汽车，MSCI概念，迪士尼，互联网+，参股券商，证金持股，上海国资改革，富时罗素概念股，智能汽车，机构重仓
600742,标普道琼斯A股，富时罗素概念股，举牌，振兴东北，国改双百行动
600743,智能家居，住房租赁，中央政务区，首都副中心，地方国资改革，机构重仓，北京国资改革
600744,电力改革，风电，页岩气，央企国资改革，紫光系，碳交易，新能源
600745,消费电子，芯片概念，华为概念，互联网+，5G，移动支付，健康中国，虚拟现实，车联网，人工智能，参股安世半导体，手势识别，移动互联网
600746,氢能源，股权转让，壳资源，醋酸，地方国资改革，王亚伟持股
600747,ST板块，职业教育，证金持股，在线教育，互联网金融，期货概念，大连自贸区，元器件
600748,上海国资改革，土地流转，长三角一体化，互联网+，富时罗素概念股，标普道琼斯A股，共享办公，共享经济，养老地产，地方国资改革，机构重仓
600749,股权转让，举牌，摘帽，旅游
600750,健康中国，高校，参股银行，标普道琼斯A股，保健品，中医药，医保目录，抗艾滋病，冬虫夏草
600751,人工智能，云计算，华为概念，苹果概念，商汤科技概念，融资租赁，含B股，海航系
600753,煤化工，股权转让
600754,迪士尼，上海国资改革，富时罗素概念股，参股券商，MSCI预期，标普道琼斯A股，旅游，大消费，共享办公，共享经济，情人节，地方国资改革，含B股，机构重仓
600755,福建自贸区，期货概念，富时罗素概念股，参股券商，天然气，独角兽概念，台湾概念股，标普道琼斯A股，美团概念股，食盐，互联网期货，小额贷款，海峡西岸，地方国资改革
600756,数字中国，国产软件，云计算，大数据，工业互联网，边缘计算，富时罗素概念股，标普道琼斯A股，电子政务，电子信息，地方国资改革，山东国资改革
600757,富时罗素概念股，文化传媒，在线教育，知识产权保护，标普道琼斯A股，养老金持股，地方国资改革，湖北国资改革
600758,氢能源，燃料电池，振兴东北，辽宁国资改革，煤层气，地方国资改革
600759,油品改革，氢能源，土地流转，参股保险，股权转让，燃料电池，一带一路，海南自贸区，海南旅游岛
600760,军工，高端装备，央企国资改革，MSCI概念，富时罗素概念股，标普道琼斯A股，中航系，航空航天，反恐，阅兵，军工改制
600761,高端装备，举牌，养老金持股，安徽国资改革，地方国资改革
600763,医疗器械概念，民营医院，二胎概念，独角兽概念，区块链，富时罗素概念股，标普道琼斯A股，儿童医药医疗
600764,中船系，国产航母，军工，集成电路概念，央企国资改革，移动支付，举牌，雄安新区，新能源汽车，量子通信，紫光系，电子信息，三网融合，机构重仓
600765,国产航母，军民融合，军工，3D打印，高端装备，央企国资改革，富时罗素概念股，标普道琼斯A股，三季报预增，激光，中航系，航空发动机，航天军工，激光器，航空航天
600766,黄金概念，小金属概念，壳资源，股权转让
600767,智能医疗，互联网医疗，互联网金融，云计算，互联网+，ST板块，长三角一体化
600768,紫光系，舟山新区，舟山自贸区
600769,紫光系，湖北国资改革，地方国资改革
600770,芯片概念，云计算，金融IC，网络游戏，量子通信，创投，电子发票，电子商务，光伏概念，互联网彩票，手机游戏，互联网+，参股新三板，证金持股，芯片设计，移动互联网，TMT，大上海，国产替代，新能源，超级计算机，膜材料
600771,国资驰援，中医药，老字号
600773,石墨烯，上海国资改革，锂电池，新能源汽车，锂电原料，盐湖提锂，钾离子电池，静安闸北合并，石墨烯手机，碳纳米管，地方国资改革
600774,新零售，股权转让，举牌，武汉自贸区
600775,5G，卫星导航，机器人概念，央企国资改革，富时罗素概念股，标普道琼斯A股，轨道交通，新基建，工业机器人，通信基站，电子信息
600776,5G，网络安全，央企国资改革，专网通信，电子信息，含B股
600777,页岩气，油品改革，赛马概念，天然气，MSCI预期，富时罗素概念股，人民币贬值受益，标普道琼斯A股，油气开采
600778,新疆振兴，壳资源，一带一路，新零售，举牌，摘帽
600779,白酒概念，标普道琼斯A股，MSCI预期，富时罗素概念股，鸡尾酒，成渝特区，机构重仓，老字号，基因疗法
600780,证金持股，山西国资改革，地方国资改革，机构重仓，致密气
600781,ST板块，生物医药，阿糖胞苷，中医药，医保目录
600782,富时罗素概念股，MSCI预期，标普道琼斯A股
600783,创投，军民融合，参股新三板，国改双百行动，山东国资改革，金属镁，新兴板概念，地方国资改革，机构重仓
600784,债转股，股权转让，食盐，地方国资改革，山东国资改革
600785,新零售，乳业，大消费，商超百货，机构重仓
600787,京津冀一体化，物流电商平台，标普道琼斯A股，天津自贸区，冷链物流，央企国资改革，智能物流，富时罗素概念股，国改双百行动，诚通系，双十一，小额贷款，物流骨干网，机构重仓
600789,超级真菌，生物医药，禽流感，地震，兽药，寨卡病毒概念，登革热，埃博拉概念，医保目录，地方国资改革，鼠疫，山东国资改革
600790,跨境电商，电子商务，创投，P2P概念，浙江国资改革，地方国资改革
600791,独角兽概念，京津冀一体化，蚂蚁金服概念，中央政务区，国改双百行动，北京国资改革，地方国资改革
600792,石墨电极，煤化工，稀缺资源，甲醇，硫酸铵，粗苯，云南国资改革，物流骨干网，地方国资改革，机构重仓
600793,股权转让，人民币升值，地方国资改革
600794,物流电商平台，长三角一体化，一带一路，乙二醇，油价下调，江苏国资改革，地方国资改革
600795,电力改革，MSCI概念，央企国资改革，风电，富时罗素概念股，标普道琼斯A股，振兴东北，新能源，东盟北部湾
600796,草地贪夜蛾防治，兽药，流感
600797,国产操作系统，国产软件，区块链，高校，云计算，阿里巴巴概念，大数据，蚂蚁金服概念，互联网医疗，互联网+，人工智能，高铁，智慧城市，脑科学，轨道交通，区块链底层，气凝胶，电子信息
600798,航运概念，一带一路，杭州湾大湾区，黄金水道，海洋经济，舟山新区，舟山自贸区，地方国资改革，浙江国资改革
600800,天津自贸区，金融IC，工业大麻，芯片概念，电子信息，换芯，地方国资改革，天津国资改革
600801,水泥，一带一路，富时罗素概念股，MSCI预期，标普道琼斯A股，国际板，含B股
600802,水泥，福建自贸区，参股银行，参股券商，海峡西岸
600803,天然气，氢能源，富时罗素概念股，甲醇，LNG加气站，油气开采，油价上调
600804,边缘计算，智慧城市，大数据，智能家居，物联网，5G，证金持股，数字中国，超清视频，华为概念，富时罗素概念股，云计算，标普道琼斯A股，VPN，光纤光缆，5G运营商，光纤，王者荣耀，宽带中国，虚拟运营商，维稳，电子信息，移动转售，成渝特区
600805,农机，垃圾分类，燃料电池，石墨烯，参股新三板，新能源汽车，乡村振兴，证金持股，一号文件，汽车制造概念，地方国资改革
600807,黄金概念，小金属概念，ST板块，互联网金融，股权转让，壳资源，举牌，参股360
600808,富时罗素概念股，央企国资改革，MSCI概念，高铁，标普道琼斯A股，钢结构，安徽自贸区，铁路基建，铁矿石，低碳
600809,白酒概念，标普道琼斯A股，富时罗素概念股，MSCI概念，大消费，山西国资改革，地方国资改革，机构重仓，老字号
600810,军工，锦纶，PA66，粗苯，河南国资改革，地方国资改革
600811,参股银行，黑龙江自贸区，人造肉，参股券商，电子商务，供应链金融，标普道琼斯A股，贸易战受益股，振兴东北，牛羊肉，依法治国概念
600812,眼科医疗，生物疫苗，雄安新区，工业4.0，单抗，乙肝治疗，雄安金融，维生素，医保目录，儿童医药医疗，地方国资改革，鼠疫
600814,新零售，体育产业，富时罗素概念股，标普道琼斯A股，养老金持股，商超百货，共享医院，共享经济，地方国资改革，浙江国资改革，机构重仓
600815,高端装备，福建自贸区，ST板块，参股券商，国改双百行动，挖掘机，地方国资改革
600816,信托概念，金改，富时罗素概念股，参股保险，MSCI概念，证金持股，标普道琼斯A股，融资租赁，存准率扩围
600817,ST板块，壳资源，股权转让，融资租赁
600818,共享单车，知识产权保护，迪士尼，风电，稀土永磁，共享经济，化妆护肤品，含B股
600819,上海国资改革，玻璃，建筑节能，国际板，特种玻璃，含B股
600820,一带一路，证金持股，PPP概念，高端装备，上海国资改革，MSCI概念，富时罗素概念股，标普道琼斯A股，轨道交通，天然气管道，铁路基建，地方国资改革
600821,天津自贸区，新零售，举牌，地方国资改革，天津国资改革
600822,上海自贸区，上海国资改革，人民币贬值受益，油品改革，二手车，含B股，地方国资改革
600823,富时罗素概念股，二胎概念，标普道琼斯A股，参股券商，幼儿教育，机构重仓
600824,上海国资改革，新零售，黄金概念，地方国资改革
600825,文化传媒，创投，独角兽概念，上海国资改革，租售同权，证金持股，平面媒体，地方国资改革
600826,上海国资改革，富时罗素概念股，生物医药，参股券商，标普道琼斯A股，进口博览会，单抗，地方国资改革
600827,上海国资改革，迪士尼，新零售，电子商务，阿里巴巴概念，大消费，养老金持股，商超百货，便利店，象牙加工销售，含B股，地方国资改革，机构重仓
600828,信托概念，金改，新零售，富时罗素概念股，标普道琼斯A股，兜底增持，成渝特区
600829,民营医院，健康中国，医疗器械概念，黑龙江自贸区，振兴东北，中医药，流感，医保目录，地方国资改革，机构重仓
600830,烟草，金改，存准率扩围，融资租赁，参股民营银行
600831,知识产权保护，数字乡村，云计算，文化传媒，大数据，互联网金融，腾讯概念，智慧城市，互联网+，PPP概念，超清视频，广播电视，新基建，国开行，微信概念，三网融合，地方国资改革
600833,上海国资改革，医保目录，地方国资改革
